metric_group,metric,route_key,route_label,lead_min,threshold_mm,point_estimate,ci_low,ci_high,bootstrap_valid_reps,bootstrap_reps
categorical,frequency_bias,r2p,Direct R2P,90,10,0.8205408277735136,0.7409983053803444,0.8976669281721116,50000,50000
categorical,csi,r2p,Direct R2P,90,20,0.1788963405115143,0.1441639330238104,0.2068231776356697,50000,50000
categorical,pod,r2p,Direct R2P,90,20,0.2262405987980855,0.1820898439735174,0.2619428984820843,50000,50000
categorical,far,r2p,Direct R2P,90,20,0.520612520921429,0.4692170947790146,0.5844377323985099,50000,50000
categorical,frequency_bias,r2p,Direct R2P,90,20,0.4809097124761596,0.4105285085737705,0.5476149410009384,50000,50000
continuous,rmse,r2p,Direct R2P,90,,1.405588270663284,1.225001692771912,1.58919629752636,50000,50000
continuous,mean_bias,r2p,Direct R2P,90,,0.0471666452265227,0.031988775730133,0.0616468580439686,50000,50000
continuous,correlation,r2p,Direct R2P,90,,0.716531440320022,0.6929336875677109,0.7355330049991607,50000,50000
categorical,csi,r2p,Direct R2P,120,1,0.4989350746461263,0.4650044970214367,0.5287779048085213,50000,50000
categorical,pod,r2p,Direct R2P,120,1,0.732385878642993,0.6994330942630768,0.7596218675374985,50000,50000
categorical,far,r2p,Direct R2P,120,1,0.3896952719824472,0.3610771544277668,0.4218196488916874,50000,50000
categorical,frequency_bias,r2p,Direct R2P,120,1,1.200224598657513,1.159993636608124,1.241724470257759,50000,50000
categorical,csi,r2p,Direct R2P,120,5,0.3695484087974052,0.332665641605854,0.4007588632404804,50000,50000
categorical,pod,r2p,Direct R2P,120,5,0.5219477602116429,0.4718348108232021,0.5647134080529213,50000,50000
categorical,far,r2p,Direct R2P,120,5,0.4400084154410145,0.4071397416293621,0.4760171331465244,50000,50000
categorical,frequency_bias,r2p,Direct R2P,120,5,0.9340314491848946,0.8650425553321839,1.001029938459396,50000,50000
categorical,csi,r2p,Direct R2P,120,10,0.2421491462507263,0.2107791800051927,0.2679060593247414,50000,50000
categorical,pod,r2p,Direct R2P,120,10,0.3286197870539843,0.2828443236649036,0.3671543210744858,50000,50000
categorical,far,r2p,Direct R2P,120,10,0.5196344921453827,0.4857270248234272,0.5586017444729805,50000,50000
categorical,frequency_bias,r2p,Direct R2P,120,10,0.6846548975615515,0.6051249802112579,0.7605263143777847,50000,50000
categorical,csi,r2p,Direct R2P,120,20,0.0812327749385375,0.0647448169067502,0.0948631145060062,50000,50000
categorical,pod,r2p,Direct R2P,120,20,0.094713735650797,0.0747352600097656,0.1115826997905969,50000,50000
categorical,far,r2p,Direct R2P,120,20,0.6186731312121528,0.5679944336414338,0.6761362537741661,50000,50000
categorical,frequency_bias,r2p,Direct R2P,120,20,0.2483356723883551,0.2061182532459497,0.2912709735333919,50000,50000
continuous,rmse,r2p,Direct R2P,120,,1.557089100280621,1.354053649306297,1.763752174377441,50000,50000
continuous,mean_bias,r2p,Direct R2P,120,,0.0396231668435338,0.0221147344447672,0.0554173823446035,50000,50000
continuous,correlation,r2p,Direct R2P,120,,0.6334814774186652,0.6064933970570564,0.6562163561582566,50000,50000
categorical,csi,r2p,Direct R2P,150,1,0.4552714269590197,0.4202651038765907,0.4864381074905395,50000,50000
categorical,pod,r2p,Direct R2P,150,1,0.7065811376829472,0.6698881819844246,0.7367969051003457,50000,50000
categorical,far,r2p,Direct R2P,150,1,0.4380909912283568,0.40708382204175,0.472732812911272,50000,50000
categorical,frequency_bias,r2p,Direct R2P,150,1,1.258465696241659,1.209263423085213,1.309295344352722,50000,50000
categorical,csi,r2p,Direct R2P,150,5,0.3140845615175318,0.2780677653849125,0.3451014645397663,50000,50000
categorical,pod,r2p,Direct R2P,150,5,0.4527179382651566,0.4015656255185604,0.4963661238551139,50000,50000
categorical,far,r2p,Direct R2P,150,5,0.4916469463341911,0.4558647975325584,0.5306437075138092,50000,50000
categorical,frequency_bias,r2p,Direct R2P,150,5,0.8927474935347847,0.8179503068327904,0.9651607558131218,50000,50000
categorical,csi,r2p,Direct R2P,150,10,0.1749351560302794,0.1473541516810655,0.1981428883969783,50000,50000
categorical,pod,r2p,Direct R2P,150,10,0.2344275845781425,0.1947345770895481,0.2683963254094124,50000,50000
categorical,far,r2p,Direct R2P,150,10,0.5896283321988657,0.5513215497136116,0.6320791229605675,50000,50000
categorical,frequency_bias,r2p,Direct R2P,150,10,0.5715691484127453,0.4951069466769695,0.6451937153935433,50000,50000
categorical,csi,r2p,Direct R2P,150,20,0.0318545095206335,0.0240327488165348,0.0390373285859823,50000,50000
categorical,pod,r2p,Direct R2P,150,20,0.0351577962503148,0.0262508373707532,0.0436091843061149,50000,50000
categorical,far,r2p,Direct R2P,150,20,0.7287614542402236,0.6734823539853096,0.7859864324331284,50000,50000
categorical,frequency_bias,r2p,Direct R2P,150,20,0.1301954010579726,0.1029919199645519,0.159560165926814,50000,50000
continuous,rmse,r2p,Direct R2P,150,,1.662650168975244,1.446165376901626,1.882953038811684,50000,50000
continuous,mean_bias,r2p,Direct R2P,150,,0.0388163061586658,0.0194735676515847,0.0558231610804796,50000,50000
continuous,correlation,r2p,Direct R2P,150,,0.5651117438895211,0.5355986014008522,0.5905650317668915,50000,50000
categorical,csi,r2p,Direct R2P,180,1,0.4184516106918495,0.3829673402011394,0.450475936383009,50000,50000
categorical,pod,r2p,Direct R2P,180,1,0.6913810265179551,0.6522028401494027,0.7238057360053063,50000,50000
categorical,far,r2p,Direct R2P,180,1,0.4849087651725481,0.4522407166659832,0.5212842285633088,50000,50000
categorical,frequency_bias,r2p,Direct R2P,180,1,1.343533855695362,1.284636694192886,1.405375379323959,50000,50000
categorical,csi,r2p,Direct R2P,180,5,0.2678998554066794,0.2337192956358194,0.2975728034973144,50000,50000
categorical,pod,r2p,Direct R2P,180,5,0.3916667728278362,0.3416563548147678,0.4341530762612819,50000,50000
categorical,far,r2p,Direct R2P,180,5,0.5387019680276031,0.5004799127578735,0.5800919845700264,50000,50000
categorical,frequency_bias,r2p,Direct R2P,180,5,0.8513318980343199,0.773217859864235,0.9276912242174148,50000,50000
categorical,csi,r2p,Direct R2P,180,10,0.126683035486575,0.1037912799045443,0.146522207185626,50000,50000
categorical,pod,r2p,Direct R2P,180,10,0.1658203932219401,0.1337429605424404,0.1938085582107305,50000,50000
categorical,far,r2p,Direct R2P,180,10,0.6469908841800748,0.6055358365178108,0.6911574333906174,50000,50000
categorical,frequency_bias,r2p,Direct R2P,180,10,0.4702820255456495,0.4003414176404476,0.5381562232971192,50000,50000
categorical,csi,r2p,Direct R2P,180,20,0.0129915824021065,0.0082275732886046,0.0177304006181657,50000,50000
categorical,pod,r2p,Direct R2P,180,20,0.0137824318975134,0.0086796303978189,0.0189558011479675,50000,50000
categorical,far,r2p,Direct R2P,180,20,0.7957501979661631,0.7147816479206085,0.86975377202034,50000,50000
categorical,frequency_bias,r2p,Direct R2P,180,20,0.0665731044657958,0.0486041486263275,0.0869021940976381,50000,50000
continuous,rmse,r2p,Direct R2P,180,,1.732529951809653,1.509084731340408,1.95933321416378,50000,50000
continuous,mean_bias,r2p,Direct R2P,180,,0.0526311623016333,0.0321098827756941,0.0707370121031999,50000,50000
continuous,correlation,r2p,Direct R2P,180,,0.5129967719041796,0.4810301296412945,0.5407092973589898,50000,50000
