route,route_label,member,replicate_id,upstream_seed,downstream_seed,lead_min,threshold_mm,csi,pod,far,frequency_bias,hit,miss,false_alarm,correct_negative
pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,90,5,0.3603553860054211,0.457278622112947,0.3703515296098793,0.7262443150693657,35895,42602,21113,4309016
pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,90,10,0.1620871051296429,0.1791934817263978,0.3706583722135821,0.2847316525949105,6070,27804,3575,4371177
pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,90,20,0.0010794473229706,0.001079563856202,0.0909090909090909,0.0011875202418223,10,9253,1,4399362
pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,100,1,0.4978303329730201,0.6798022851211897,0.3496783224751061,1.045332346460444,159812,75274,85931,4087600
pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,100,5,0.330032215726047,0.4228441851280941,0.3994246114317766,0.7040651235079047,33192,45305,22075,4308045
pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,100,10,0.1380550302320006,0.153008206884336,0.4144826028016267,0.2613213674204404,5183,28691,3669,4371074
pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,100,20,0.0003238341968911,0.0003238691568606,0.25,0.0004318255424808,3,9260,1,4399353
pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,110,1,0.4769759768094489,0.6579251848259786,0.3657285331736743,1.037292735424483,154669,80417,89184,4084337
pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,110,5,0.304377077726769,0.3919130667414041,0.4232362811451283,0.679503675299693,30764,47733,22575,4307535
pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,110,10,0.1174846707190826,0.1306606837102202,0.4618844984802431,0.2428115959142705,4426,29448,3799,4370934
pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,110,20,0,0,1,0.0002159127712404,0,9263,2,4399342
pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,120,1,0.458044127400371,0.6374986175272028,0.3806380956316899,1.029282900725692,149867,85219,92103,4081408
pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,120,5,0.2785526522284997,0.3617845267972024,0.452327689281444,0.6605857548696129,28399,50098,23455,4306645
pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,120,10,0.0995251863444653,0.1107634173702544,0.5048172099775636,0.2236818799078939,3752,30122,3825,4370898
pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,120,20,0.0002158195748354,0.0002159127712404,0.6666666666666666,0.0006477383137212,2,9261,4,4399330
pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,130,1,0.4409698631466563,0.6184375079758045,0.3942149035817263,1.020885973643688,145386,89700,94610,4078892
pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,130,5,0.2560498619821894,0.3344204237104602,0.4778725858742566,0.6404958151266927,26251,52246,24026,4306065
pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,130,10,0.0850493578176414,0.0946153391982051,0.5431218816821097,0.207090984235697,3205,30669,3810,4370904
pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,130,20,0,0,1,0.0001079563856202,0,9263,1,4399324
pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,140,1,0.4244333516875332,0.6000357316046043,0.4081141979582331,1.013769429060004,141060,94026,97263,4076231
pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,140,5,0.2369123024841647,0.3111456488783011,0.5017543859649123,0.6244824642979987,24424,54073,24596,4305487
pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,140,10,0.0714664685908319,0.07953002302651,0.5865561694290976,0.1923599220641199,2694,31180,3822,4370884
pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,140,20,0.0001079563856202,0.0001079563856202,0,0.0001079563856202,1,9262,0,4399317
pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,150,1,0.4098587127158555,0.5830504581302162,0.4202050709372859,1.005614966437814,137067,98019,99339,4074147
