metric_group,metric,contrast,left_route,right_route,lead_min,threshold_mm,left_point,right_point,delta,ci_low,ci_high,ci_excludes_zero,bootstrap_valid_reps,bootstrap_reps,member_count,member_ids
categorical,far,r2p_minus_exprecast,r2p,exprecast,150,5,0.4916469463341911,0.4497394655813378,0.0419074807528532,0.0215068526566028,0.0639089345932006,True,50000,50000,,
categorical,frequency_bias,r2p_minus_exprecast,r2p,exprecast,150,5,0.8927474935347847,0.5574862733607654,0.3352612201740192,0.2730492010712623,0.4013626724481582,True,50000,50000,,
categorical,csi,r2p_minus_exprecast,r2p,exprecast,150,10,0.1749351560302794,0.071107522259715,0.1038276337705643,0.0840369999408721,0.1224612014368176,True,50000,50000,,
categorical,pod,r2p_minus_exprecast,r2p,exprecast,150,10,0.2344275845781425,0.0786443880262148,0.1557831965519276,0.1263058345764875,0.183684030175209,True,50000,50000,,
categorical,far,r2p_minus_exprecast,r2p,exprecast,150,10,0.5896283321988657,0.5691797571798878,0.0204485750189779,-0.0226428031921386,0.0600652456283569,False,50000,50000,,
categorical,frequency_bias,r2p_minus_exprecast,r2p,exprecast,150,10,0.5715691484127453,0.1829131487276377,0.3886559996851075,0.3205366648733616,0.46056202724576,True,50000,50000,,
categorical,csi,r2p_minus_exprecast,r2p,exprecast,150,20,0.0318545095206335,0.0055107875301725,0.026343721990461,0.0204635916277766,0.0321909236721694,True,50000,50000,,
categorical,pod,r2p_minus_exprecast,r2p,exprecast,150,20,0.0351577962503148,0.0055777465903774,0.0295800496599373,0.0229672329500317,0.0361246031709015,True,50000,50000,,
categorical,far,r2p_minus_exprecast,r2p,exprecast,150,20,0.7287614542402236,0.5450544232595514,0.1837070309806722,-0.1538677781820297,0.2932487651705742,False,50000,50000,,
categorical,frequency_bias,r2p_minus_exprecast,r2p,exprecast,150,20,0.1301954010579726,0.0147900248299686,0.1154053762280039,0.091397818736732,0.1446259930729866,True,50000,50000,,
continuous,rmse,r2p_minus_exprecast,r2p,exprecast,150,,1.662650168975244,1.708862780275751,-0.0462126113005074,-0.0734293341636657,-0.0209990411996841,True,50000,50000,,
continuous,mean_bias,r2p_minus_exprecast,r2p,exprecast,150,,0.0388163061586658,-0.1209475423427747,0.1597638485014405,0.1378425557166337,0.182991161942482,True,50000,50000,,
continuous,correlation,r2p_minus_exprecast,r2p,exprecast,150,,0.5651117438895211,0.5308306889476894,0.0342810549418317,0.0221851840615272,0.047350987792015,True,50000,50000,,
categorical,csi,r2p_minus_exprecast,r2p,exprecast,180,1,0.4184516106918495,0.4031914600367186,0.0152601506551309,0.0035859309136867,0.0281854800879955,True,50000,50000,,
categorical,pod,r2p_minus_exprecast,r2p,exprecast,180,1,0.6913810265179551,0.4808991886657081,0.2104818378522469,0.1921025469899177,0.2307335570454597,True,50000,50000,,
categorical,far,r2p_minus_exprecast,r2p,exprecast,180,1,0.4849087651725481,0.2859989012241709,0.1989098639483772,0.1805230259895324,0.2184404976665973,True,50000,50000,,
categorical,frequency_bias,r2p_minus_exprecast,r2p,exprecast,180,1,1.343533855695362,0.6735861202567004,0.669947735438662,0.5976989910006523,0.7540345028042793,True,50000,50000,,
categorical,csi,r2p_minus_exprecast,r2p,exprecast,180,5,0.2678998554066794,0.1908614019359367,0.0770384534707426,0.0619963038712739,0.093231338635087,True,50000,50000,,
categorical,pod,r2p_minus_exprecast,r2p,exprecast,180,5,0.3916667728278362,0.2327180231940923,0.1589487496337439,0.1314691163599491,0.1865739572793245,True,50000,50000,,
categorical,far,r2p_minus_exprecast,r2p,exprecast,180,5,0.5387019680276031,0.484973290861403,0.0537286771662,0.0303795747458934,0.0799591608345508,True,50000,50000,,
categorical,frequency_bias,r2p_minus_exprecast,r2p,exprecast,180,5,0.8513318980343199,0.4519620707373105,0.3993698272970093,0.3317182950675487,0.470941161364317,True,50000,50000,,
categorical,csi,r2p_minus_exprecast,r2p,exprecast,180,10,0.126683035486575,0.0278436693502301,0.0988393661363448,0.0785110410302877,0.1177411397919058,True,50000,50000,,
categorical,pod,r2p_minus_exprecast,r2p,exprecast,180,10,0.1658203932219401,0.0292653165653106,0.1365550766566294,0.1085439017042517,0.1628277849406004,True,50000,50000,,
categorical,far,r2p_minus_exprecast,r2p,exprecast,180,10,0.6469908841800748,0.6326561112272631,0.0143347729528117,-0.0733491137623787,0.0943799763917923,False,50000,50000,,
categorical,frequency_bias,r2p_minus_exprecast,r2p,exprecast,180,10,0.4702820255456495,0.0798645962488437,0.3904174292968058,0.3250197254121303,0.457855074107647,True,50000,50000,,
categorical,csi,r2p_minus_exprecast,r2p,exprecast,180,20,0.0129915824021065,0.0015777263566637,0.0114138560454428,0.0079779942519962,0.0146536090411245,True,50000,50000,,
categorical,pod,r2p_minus_exprecast,r2p,exprecast,180,20,0.0137824318975134,0.0015833603224297,0.0121990715750836,0.008455040724948,0.0157153479289263,True,50000,50000,,
categorical,far,r2p_minus_exprecast,r2p,exprecast,180,20,0.7957501979661631,0.611863711001642,0.183886486964521,-0.2138946518301963,0.4182480178773402,False,49994,50000,,
categorical,frequency_bias,r2p_minus_exprecast,r2p,exprecast,180,20,0.0665731044657958,0.0045341681960487,0.062038936269747,0.0456116568297147,0.0822292992845177,True,50000,50000,,
continuous,rmse,r2p_minus_exprecast,r2p,exprecast,180,,1.732529951809653,1.769260546134121,-0.0367305943244686,-0.0652817875146865,-0.0107142865657806,True,50000,50000,,
continuous,mean_bias,r2p_minus_exprecast,r2p,exprecast,180,,0.0526311623016333,-0.137431858686852,0.1900630209884853,0.1653484601527452,0.2162746679037809,True,50000,50000,,
continuous,correlation,r2p_minus_exprecast,r2p,exprecast,180,,0.5129967719041796,0.4817899226473749,0.0312068492568046,0.0180491477251052,0.0447396256029605,True,50000,50000,,
categorical,csi,r2p_minus_pysteps,r2p,pysteps,60,1,0.6247593662096281,0.6221952335804158,0.0025641326292122,-0.0038780599832534,0.0092440322041511,False,50000,50000,,
categorical,pod,r2p_minus_pysteps,r2p,pysteps,60,1,0.8029997532817778,0.70819473157341,0.0948050217083678,0.0841195255517959,0.1068225547671318,True,50000,50000,,
categorical,far,r2p_minus_pysteps,r2p,pysteps,60,1,0.2619463856547355,0.1631868013484757,0.0987595843062598,0.0882211092859506,0.1106797307729721,True,50000,50000,,
categorical,frequency_bias,r2p_minus_pysteps,r2p,pysteps,60,1,1.088211689906389,0.8463952199053396,0.2418164700010493,0.2138906821608543,0.2750713258981704,True,50000,50000,,
