case_rank,event_label,lead_min,threshold_mm,route,route_label,member,replicate_id,upstream_seed,downstream_seed,hit,miss,false_alarm,correct_negative,finite_pair_count,n_issue_times,csi
2,21 September 2024,60,10,exprecast_patch_cnn,exPreCast + CNN,0,21040,6455,21040,1582,1052,985,14075,17694,144,0.437137330754352
2,21 September 2024,60,20,exprecast_patch_cnn,exPreCast + CNN,0,21040,6455,21040,121,782,16,16775,17694,144,0.1316648531011969
2,21 September 2024,60,1,exprecast_patch_cnn,exPreCast + CNN,1,21041,6455,21041,9758,820,1307,5809,17694,144,0.8210349179638199
2,21 September 2024,60,5,exprecast_patch_cnn,exPreCast + CNN,1,21041,6455,21041,4253,1256,1330,10855,17694,144,0.6218745430618512
2,21 September 2024,60,10,exprecast_patch_cnn,exPreCast + CNN,1,21041,6455,21041,1561,1073,898,14162,17694,144,0.4419592298980747
2,21 September 2024,60,20,exprecast_patch_cnn,exPreCast + CNN,1,21041,6455,21041,148,755,25,16766,17694,144,0.1594827586206896
2,21 September 2024,60,1,exprecast_patch_cnn,exPreCast + CNN,2,21042,6455,21042,9704,874,1135,5981,17694,144,0.8284811747630838
2,21 September 2024,60,5,exprecast_patch_cnn,exPreCast + CNN,2,21042,6455,21042,3999,1510,1064,11121,17694,144,0.6083979917845732
2,21 September 2024,60,10,exprecast_patch_cnn,exPreCast + CNN,2,21042,6455,21042,1379,1255,636,14424,17694,144,0.4217125382262996
2,21 September 2024,60,20,exprecast_patch_cnn,exPreCast + CNN,2,21042,6455,21042,110,793,7,16784,17694,144,0.1208791208791208
2,21 September 2024,60,1,direct_r2p,Direct R2P,0,0,,,9505,1073,1055,6061,17694,144,0.8170721224103843
2,21 September 2024,60,5,direct_r2p,Direct R2P,0,0,,,3877,1632,742,11443,17694,144,0.6202207646776515
2,21 September 2024,60,10,direct_r2p,Direct R2P,0,0,,,1632,1002,505,14555,17694,144,0.5199107996177127
2,21 September 2024,60,20,direct_r2p,Direct R2P,0,0,,,510,393,180,16611,17694,144,0.4709141274238227
2,21 September 2024,60,1,direct_r2p,Direct R2P,1,1,,,9341,1237,1045,6071,17694,144,0.803665146691904
2,21 September 2024,60,5,direct_r2p,Direct R2P,1,1,,,3835,1674,705,11480,17694,144,0.6171548117154811
2,21 September 2024,60,10,direct_r2p,Direct R2P,1,1,,,1549,1085,438,14622,17694,144,0.5042317708333334
2,21 September 2024,60,20,direct_r2p,Direct R2P,1,1,,,402,501,108,16683,17694,144,0.3976261127596439
2,21 September 2024,60,1,direct_r2p,Direct R2P,2,2,,,9230,1348,830,6286,17694,144,0.8090813464235624
2,21 September 2024,60,5,direct_r2p,Direct R2P,2,2,,,3623,1886,499,11686,17694,144,0.603029294274301
2,21 September 2024,60,10,direct_r2p,Direct R2P,2,2,,,1538,1096,368,14692,17694,144,0.5123251165889408
2,21 September 2024,60,20,direct_r2p,Direct R2P,2,2,,,457,446,151,16640,17694,144,0.4335863377609108
2,21 September 2024,90,1,pysteps_patch_cnn,pySTEPS + CNN,0,21040,,21040,9505,1073,1957,5159,17694,144,0.7582768248903071
2,21 September 2024,90,5,pysteps_patch_cnn,pySTEPS + CNN,0,21040,,21040,3337,2172,1124,11061,17694,144,0.5030906075682195
2,21 September 2024,90,10,pysteps_patch_cnn,pySTEPS + CNN,0,21040,,21040,779,1855,367,14693,17694,144,0.2595801399533489
2,21 September 2024,90,20,pysteps_patch_cnn,pySTEPS + CNN,0,21040,,21040,1,902,3,16788,17694,144,0.0011037527593818
2,21 September 2024,90,1,pysteps_patch_cnn,pySTEPS + CNN,1,21041,,21041,9248,1330,1662,5454,17694,144,0.7555555555555555
2,21 September 2024,90,5,pysteps_patch_cnn,pySTEPS + CNN,1,21041,,21041,3237,2272,1068,11117,17694,144,0.4921696822259389
2,21 September 2024,90,10,pysteps_patch_cnn,pySTEPS + CNN,1,21041,,21041,839,1795,402,14658,17694,144,0.2763504611330698
2,21 September 2024,90,20,pysteps_patch_cnn,pySTEPS + CNN,1,21041,,21041,5,898,9,16782,17694,144,0.0054824561403508
2,21 September 2024,90,1,pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,9222,1356,1680,5436,17694,144,0.7523250122369065
2,21 September 2024,90,5,pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,3128,2381,982,11203,17694,144,0.4818980126328763
2,21 September 2024,90,10,pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,799,1835,341,14719,17694,144,0.2685714285714285
2,21 September 2024,90,20,pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,0,903,1,16790,17694,144,0
2,21 September 2024,90,1,exprecast_patch_cnn,exPreCast + CNN,0,21040,6455,21040,9431,1147,1398,5718,17694,144,0.7874916499665998
2,21 September 2024,90,5,exprecast_patch_cnn,exPreCast + CNN,0,21040,6455,21040,3606,1903,1130,11055,17694,144,0.543154089471306
2,21 September 2024,90,10,exprecast_patch_cnn,exPreCast + CNN,0,21040,6455,21040,1171,1463,692,14368,17694,144,0.3520745640408899
2,21 September 2024,90,20,exprecast_patch_cnn,exPreCast + CNN,0,21040,6455,21040,34,869,25,16766,17694,144,0.0366379310344827
2,21 September 2024,90,1,exprecast_patch_cnn,exPreCast + CNN,1,21041,6455,21041,9280,1298,1359,5757,17694,144,0.7774147608276787
2,21 September 2024,90,5,exprecast_patch_cnn,exPreCast + CNN,1,21041,6455,21041,3609,1900,1153,11032,17694,144,0.5417292104473131
2,21 September 2024,90,10,exprecast_patch_cnn,exPreCast + CNN,1,21041,6455,21041,1154,1480,703,14357,17694,144,0.3458195984417141
2,21 September 2024,90,20,exprecast_patch_cnn,exPreCast + CNN,1,21041,6455,21041,39,864,23,16768,17694,144,0.0421166306695464
2,21 September 2024,90,1,exprecast_patch_cnn,exPreCast + CNN,2,21042,6455,21042,9299,1279,1291,5825,17694,144,0.7834695425056871
2,21 September 2024,90,5,exprecast_patch_cnn,exPreCast + CNN,2,21042,6455,21042,3270,2239,889,11296,17694,144,0.5110972178805877
2,21 September 2024,90,10,exprecast_patch_cnn,exPreCast + CNN,2,21042,6455,21042,966,1668,443,14617,17694,144,0.3139421514462138
2,21 September 2024,90,20,exprecast_patch_cnn,exPreCast + CNN,2,21042,6455,21042,24,879,6,16785,17694,144,0.0264026402640264
2,21 September 2024,90,1,direct_r2p,Direct R2P,0,0,,,9394,1184,1617,5499,17694,144,0.7703157031570316
2,21 September 2024,90,5,direct_r2p,Direct R2P,0,0,,,3461,2048,862,11323,17694,144,0.5432428190237012
2,21 September 2024,90,10,direct_r2p,Direct R2P,0,0,,,1402,1232,626,14434,17694,144,0.4300613496932515
2,21 September 2024,90,20,direct_r2p,Direct R2P,0,0,,,345,558,173,16618,17694,144,0.320631970260223
2,21 September 2024,90,1,direct_r2p,Direct R2P,1,1,,,9322,1256,1729,5387,17694,144,0.7574551068497603
2,21 September 2024,90,5,direct_r2p,Direct R2P,1,1,,,3518,1991,1034,11151,17694,144,0.5376738499159407
2,21 September 2024,90,10,direct_r2p,Direct R2P,1,1,,,1405,1229,654,14406,17694,144,0.4273114355231143
2,21 September 2024,90,20,direct_r2p,Direct R2P,1,1,,,237,666,94,16697,17694,144,0.2377131394182547
2,21 September 2024,90,1,direct_r2p,Direct R2P,2,2,,,8844,1734,1225,5891,17694,144,0.7493010251630942
2,21 September 2024,90,5,direct_r2p,Direct R2P,2,2,,,3156,2353,601,11584,17694,144,0.5165302782324059
2,21 September 2024,90,10,direct_r2p,Direct R2P,2,2,,,1217,1417,437,14623,17694,144,0.3962878541191794
2,21 September 2024,90,20,direct_r2p,Direct R2P,2,2,,,251,652,139,16652,17694,144,0.2408829174664107
2,21 September 2024,120,1,pysteps_patch_cnn,pySTEPS + CNN,0,21040,,21040,8979,1599,2028,5088,17694,144,0.7122798667301286
2,21 September 2024,120,5,pysteps_patch_cnn,pySTEPS + CNN,0,21040,,21040,2833,2676,1188,10997,17694,144,0.4230252351799313
2,21 September 2024,120,10,pysteps_patch_cnn,pySTEPS + CNN,0,21040,,21040,496,2138,396,14664,17694,144,0.1636963696369636
2,21 September 2024,120,20,pysteps_patch_cnn,pySTEPS + CNN,0,21040,,21040,1,902,0,16791,17694,144,0.0011074197120708
2,21 September 2024,120,1,pysteps_patch_cnn,pySTEPS + CNN,1,21041,,21041,8721,1857,1760,5356,17694,144,0.7068406548873399
2,21 September 2024,120,5,pysteps_patch_cnn,pySTEPS + CNN,1,21041,,21041,2773,2736,1192,10993,17694,144,0.4138188330099985
2,21 September 2024,120,10,pysteps_patch_cnn,pySTEPS + CNN,1,21041,,21041,589,2045,499,14561,17694,144,0.1879987232684328
2,21 September 2024,120,20,pysteps_patch_cnn,pySTEPS + CNN,1,21041,,21041,0,903,5,16786,17694,144,0
2,21 September 2024,120,1,pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,8702,1876,1754,5362,17694,144,0.7056438533895556
2,21 September 2024,120,5,pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,2679,2830,1107,11078,17694,144,0.4049274486094317
2,21 September 2024,120,10,pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,531,2103,403,14657,17694,144,0.1748435956536055
2,21 September 2024,120,20,pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,0,903,0,16791,17694,144,0
2,21 September 2024,120,1,exprecast_patch_cnn,exPreCast + CNN,0,21040,6455,21040,9160,1418,1650,5466,17694,144,0.7491004252535165
2,21 September 2024,120,5,exprecast_patch_cnn,exPreCast + CNN,0,21040,6455,21040,3182,2327,1141,11044,17694,144,0.4784962406015037
2,21 September 2024,120,10,exprecast_patch_cnn,exPreCast + CNN,0,21040,6455,21040,880,1754,623,14437,17694,144,0.2701872889161805
2,21 September 2024,120,20,exprecast_patch_cnn,exPreCast + CNN,0,21040,6455,21040,6,897,16,16775,17694,144,0.0065288356909684
2,21 September 2024,120,1,exprecast_patch_cnn,exPreCast + CNN,1,21041,6455,21041,8997,1581,1556,5560,17694,144,0.7414702488874237
2,21 September 2024,120,5,exprecast_patch_cnn,exPreCast + CNN,1,21041,6455,21041,3123,2386,1107,11078,17694,144,0.472037484885127
2,21 September 2024,120,10,exprecast_patch_cnn,exPreCast + CNN,1,21041,6455,21041,848,1786,579,14481,17694,144,0.263927793339558
2,21 September 2024,120,20,exprecast_patch_cnn,exPreCast + CNN,1,21041,6455,21041,10,893,22,16769,17694,144,0.0108108108108108
2,21 September 2024,120,1,exprecast_patch_cnn,exPreCast + CNN,2,21042,6455,21042,9031,1547,1533,5583,17694,144,0.745685740236149
2,21 September 2024,120,5,exprecast_patch_cnn,exPreCast + CNN,2,21042,6455,21042,2869,2640,894,11291,17694,144,0.4480712166172106
2,21 September 2024,120,10,exprecast_patch_cnn,exPreCast + CNN,2,21042,6455,21042,764,1870,415,14645,17694,144,0.2505739586749754
2,21 September 2024,120,20,exprecast_patch_cnn,exPreCast + CNN,2,21042,6455,21042,7,896,4,16787,17694,144,0.0077177508269018
2,21 September 2024,120,1,direct_r2p,Direct R2P,0,0,,,9348,1230,2016,5100,17694,144,0.7422582181991424
2,21 September 2024,120,5,direct_r2p,Direct R2P,0,0,,,3101,2408,962,11223,17694,144,0.4792149590480605
2,21 September 2024,120,10,direct_r2p,Direct R2P,0,0,,,1166,1468,672,14388,17694,144,0.352692075015124
2,21 September 2024,120,20,direct_r2p,Direct R2P,0,0,,,159,744,92,16699,17694,144,0.1597989949748743
2,21 September 2024,120,1,direct_r2p,Direct R2P,1,1,,,9107,1471,2065,5051,17694,144,0.7203195444119276
2,21 September 2024,120,5,direct_r2p,Direct R2P,1,1,,,3373,2136,1281,10904,17694,144,0.496759941089838
2,21 September 2024,120,10,direct_r2p,Direct R2P,1,1,,,1214,1420,799,14261,17694,144,0.3536265656859889
2,21 September 2024,120,20,direct_r2p,Direct R2P,1,1,,,70,833,63,16728,17694,144,0.072463768115942
2,21 September 2024,120,1,direct_r2p,Direct R2P,2,2,,,8582,1996,1527,5589,17694,144,0.7089632383312681
2,21 September 2024,120,5,direct_r2p,Direct R2P,2,2,,,2743,2766,627,11558,17694,144,0.4470338983050847
2,21 September 2024,120,10,direct_r2p,Direct R2P,2,2,,,926,1708,429,14631,17694,144,0.3023179888997714
2,21 September 2024,120,20,direct_r2p,Direct R2P,2,2,,,109,794,71,16720,17694,144,0.1119096509240246
2,21 September 2024,150,1,pysteps_patch_cnn,pySTEPS + CNN,0,21040,,21040,8554,2024,2052,5064,17694,144,0.6772763262074426
2,21 September 2024,150,5,pysteps_patch_cnn,pySTEPS + CNN,0,21040,,21040,2346,3163,1247,10938,17694,144,0.347246891651865
2,21 September 2024,150,10,pysteps_patch_cnn,pySTEPS + CNN,0,21040,,21040,282,2352,407,14653,17694,144,0.0927326537323249
2,21 September 2024,150,20,pysteps_patch_cnn,pySTEPS + CNN,0,21040,,21040,0,903,0,16791,17694,144,0
2,21 September 2024,150,1,pysteps_patch_cnn,pySTEPS + CNN,1,21041,,21041,8319,2259,1861,5255,17694,144,0.6687836642816947
2,21 September 2024,150,5,pysteps_patch_cnn,pySTEPS + CNN,1,21041,,21041,2352,3157,1340,10845,17694,144,0.3434077967586509
2,21 September 2024,150,10,pysteps_patch_cnn,pySTEPS + CNN,1,21041,,21041,373,2261,549,14511,17694,144,0.1171850455545083
2,21 September 2024,150,20,pysteps_patch_cnn,pySTEPS + CNN,1,21041,,21041,0,903,3,16788,17694,144,0
2,21 September 2024,150,1,pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,8303,2275,1826,5290,17694,144,0.6693808448887456
2,21 September 2024,150,5,pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,2309,3200,1241,10944,17694,144,0.3420740740740741
2,21 September 2024,150,10,pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,328,2306,436,14624,17694,144,0.1068403908794788
2,21 September 2024,150,20,pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,0,903,0,16791,17694,144,0
2,21 September 2024,150,1,exprecast_patch_cnn,exPreCast + CNN,0,21040,6455,21040,8964,1614,1922,5194,17694,144,0.71712
2,21 September 2024,150,5,exprecast_patch_cnn,exPreCast + CNN,0,21040,6455,21040,2963,2546,1332,10853,17694,144,0.433123812308142
2,21 September 2024,150,10,exprecast_patch_cnn,exPreCast + CNN,0,21040,6455,21040,755,1879,671,14389,17694,144,0.2284417549167927
2,21 September 2024,150,20,exprecast_patch_cnn,exPreCast + CNN,0,21040,6455,21040,0,903,19,16772,17694,144,0
2,21 September 2024,150,1,exprecast_patch_cnn,exPreCast + CNN,1,21041,6455,21041,8740,1838,1756,5360,17694,144,0.7086103453867358
2,21 September 2024,150,5,exprecast_patch_cnn,exPreCast + CNN,1,21041,6455,21041,2866,2643,1249,10936,17694,144,0.4240899674459899
2,21 September 2024,150,10,exprecast_patch_cnn,exPreCast + CNN,1,21041,6455,21041,725,1909,634,14426,17694,144,0.2218482252141982
2,21 September 2024,150,20,exprecast_patch_cnn,exPreCast + CNN,1,21041,6455,21041,4,899,25,16766,17694,144,0.0043103448275862
2,21 September 2024,150,1,exprecast_patch_cnn,exPreCast + CNN,2,21042,6455,21042,8793,1785,1770,5346,17694,144,0.7120991253644315
2,21 September 2024,150,5,exprecast_patch_cnn,exPreCast + CNN,2,21042,6455,21042,2643,2866,1044,11141,17694,144,0.4033267205859911
2,21 September 2024,150,10,exprecast_patch_cnn,exPreCast + CNN,2,21042,6455,21042,625,2009,454,14606,17694,144,0.2023963730569948
2,21 September 2024,150,20,exprecast_patch_cnn,exPreCast + CNN,2,21042,6455,21042,0,903,8,16783,17694,144,0
2,21 September 2024,150,1,direct_r2p,Direct R2P,0,0,,,9309,1269,2434,4682,17694,144,0.7154165385797725
2,21 September 2024,150,5,direct_r2p,Direct R2P,0,0,,,2924,2585,1126,11059,17694,144,0.4406932931424265
2,21 September 2024,150,10,direct_r2p,Direct R2P,0,0,,,943,1691,661,14399,17694,144,0.2861911987860394
2,21 September 2024,150,20,direct_r2p,Direct R2P,0,0,,,47,856,60,16731,17694,144,0.0488058151609553
2,21 September 2024,150,1,direct_r2p,Direct R2P,1,1,,,8916,1662,2333,4783,17694,144,0.6905739292076524
2,21 September 2024,150,5,direct_r2p,Direct R2P,1,1,,,3268,2241,1517,10668,17694,144,0.4651295189296897
2,21 September 2024,150,10,direct_r2p,Direct R2P,1,1,,,965,1669,830,14230,17694,144,0.2785796766743649
2,21 September 2024,150,20,direct_r2p,Direct R2P,1,1,,,32,871,38,16753,17694,144,0.0340063761955366
2,21 September 2024,150,1,direct_r2p,Direct R2P,2,2,,,8331,2247,1791,5325,17694,144,0.6735386854232355
2,21 September 2024,150,5,direct_r2p,Direct R2P,2,2,,,2348,3161,663,11522,17694,144,0.3804277381723914
2,21 September 2024,150,10,direct_r2p,Direct R2P,2,2,,,713,1921,393,14667,17694,144,0.2355467459530888
2,21 September 2024,150,20,direct_r2p,Direct R2P,2,2,,,22,881,42,16749,17694,144,0.0232804232804232
2,21 September 2024,180,1,pysteps_patch_cnn,pySTEPS + CNN,0,21040,,21040,8245,2333,2049,5067,17694,144,0.6529658667933793
2,21 September 2024,180,5,pysteps_patch_cnn,pySTEPS + CNN,0,21040,,21040,1950,3559,1240,10945,17694,144,0.2889316935842347
2,21 September 2024,180,10,pysteps_patch_cnn,pySTEPS + CNN,0,21040,,21040,204,2430,323,14737,17694,144,0.0689888400405816
2,21 September 2024,180,20,pysteps_patch_cnn,pySTEPS + CNN,0,21040,,21040,0,903,0,16791,17694,144,0
2,21 September 2024,180,1,pysteps_patch_cnn,pySTEPS + CNN,1,21041,,21041,7990,2588,1859,5257,17694,144,0.6424378869502292
2,21 September 2024,180,5,pysteps_patch_cnn,pySTEPS + CNN,1,21041,,21041,2009,3500,1387,10798,17694,144,0.2913283062645012
2,21 September 2024,180,10,pysteps_patch_cnn,pySTEPS + CNN,1,21041,,21041,260,2374,493,14567,17694,144,0.0831467860569235
2,21 September 2024,180,20,pysteps_patch_cnn,pySTEPS + CNN,1,21041,,21041,0,903,1,16790,17694,144,0
2,21 September 2024,180,1,pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,7964,2614,1867,5249,17694,144,0.6399357171554841
2,21 September 2024,180,5,pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,1962,3547,1271,10914,17694,144,0.2893805309734513
2,21 September 2024,180,10,pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,243,2391,417,14643,17694,144,0.079646017699115
2,21 September 2024,180,20,pysteps_patch_cnn,pySTEPS + CNN,2,21042,,21042,0,903,0,16791,17694,144,0
2,21 September 2024,180,1,exprecast_patch_cnn,exPreCast + CNN,0,21040,6455,21040,8795,1783,2199,4917,17694,144,0.6883462471628707
2,21 September 2024,180,5,exprecast_patch_cnn,exPreCast + CNN,0,21040,6455,21040,2830,2679,1445,10740,17694,144,0.4069600230083405
2,21 September 2024,180,10,exprecast_patch_cnn,exPreCast + CNN,0,21040,6455,21040,664,1970,700,14360,17694,144,0.1991601679664067
2,21 September 2024,180,20,exprecast_patch_cnn,exPreCast + CNN,0,21040,6455,21040,0,903,20,16771,17694,144,0
2,21 September 2024,180,1,exprecast_patch_cnn,exPreCast + CNN,1,21041,6455,21041,8591,1987,1978,5138,17694,144,0.6842147180630774
2,21 September 2024,180,5,exprecast_patch_cnn,exPreCast + CNN,1,21041,6455,21041,2747,2762,1373,10812,17694,144,0.3991572217378669
2,21 September 2024,180,10,exprecast_patch_cnn,exPreCast + CNN,1,21041,6455,21041,640,1994,691,14369,17694,144,0.1924812030075188
2,21 September 2024,180,20,exprecast_patch_cnn,exPreCast + CNN,1,21041,6455,21041,2,901,33,16758,17694,144,0.0021367521367521
2,21 September 2024,180,1,exprecast_patch_cnn,exPreCast + CNN,2,21042,6455,21042,8623,1955,2033,5083,17694,144,0.6837681389263341
2,21 September 2024,180,5,exprecast_patch_cnn,exPreCast + CNN,2,21042,6455,21042,2556,2953,1139,11046,17694,144,0.3844765342960289
2,21 September 2024,180,10,exprecast_patch_cnn,exPreCast + CNN,2,21042,6455,21042,550,2084,493,14567,17694,144,0.1758874320434921
2,21 September 2024,180,20,exprecast_patch_cnn,exPreCast + CNN,2,21042,6455,21042,0,903,5,16786,17694,144,0
2,21 September 2024,180,1,direct_r2p,Direct R2P,0,0,,,9277,1301,2805,4311,17694,144,0.693192856609131
2,21 September 2024,180,5,direct_r2p,Direct R2P,0,0,,,2747,2762,1310,10875,17694,144,0.4028449919343012
2,21 September 2024,180,10,direct_r2p,Direct R2P,0,0,,,796,1838,633,14427,17694,144,0.2436486072849709
2,21 September 2024,180,20,direct_r2p,Direct R2P,0,0,,,18,885,32,16759,17694,144,0.0192513368983957
2,21 September 2024,180,1,direct_r2p,Direct R2P,1,1,,,8915,1663,2606,4510,17694,144,0.6761984223300971
2,21 September 2024,180,5,direct_r2p,Direct R2P,1,1,,,3170,2339,1722,10463,17694,144,0.4383902641405061
2,21 September 2024,180,10,direct_r2p,Direct R2P,1,1,,,753,1881,797,14263,17694,144,0.2194695424074614
2,21 September 2024,180,20,direct_r2p,Direct R2P,1,1,,,23,880,7,16784,17694,144,0.0252747252747252
2,21 September 2024,180,1,direct_r2p,Direct R2P,2,2,,,8289,2289,2057,5059,17694,144,0.65603482390186
2,21 September 2024,180,5,direct_r2p,Direct R2P,2,2,,,2078,3431,622,11563,17694,144,0.3389332898385255
2,21 September 2024,180,10,direct_r2p,Direct R2P,2,2,,,492,2142,320,14740,17694,144,0.1665538253215978
2,21 September 2024,180,20,direct_r2p,Direct R2P,2,2,,,7,896,18,16773,17694,144,0.007600434310532
